"crash_unit_id","crash_record_id","crash_date","unit_no","unit_type","num_passengers","vehicle_id","cmrc_veh_i","make","model","lic_plate_state","vehicle_year","vehicle_defect","vehicle_type","vehicle_use","travel_direction","maneuver","towed_i","fire_i","occupant_cnt","exceed_speed_limit_i","towed_by","towed_to","area_00_i","area_01_i","area_02_i","area_03_i","area_04_i","area_05_i","area_06_i","area_07_i","area_08_i","area_09_i","area_10_i","area_11_i","area_12_i","area_99_i","first_contact_point","cmv_id","usdot_no","ccmc_no","ilcc_no","commercial_src","gvwr","carrier_name","carrier_state","carrier_city","hazmat_placards_i","hazmat_name","un_no","hazmat_present_i","hazmat_report_i","hazmat_report_no","mcs_report_i","mcs_report_no","hazmat_vio_cause_crash_i","mcs_vio_cause_crash_i","idot_permit_no","wide_load_i","trailer1_width","trailer2_width","trailer1_length","trailer2_length","total_vehicle_length","axle_cnt","vehicle_config","cargo_body_type","load_type","hazmat_out_of_service_i","mcs_out_of_service_i","hazmat_class"
"1835832","7a2968cc0c4fd3ddf658ede8bd0b5d4e6f813f48e69f4b167a2baecfc3b67f18b9a1496bb3a04aaf9e84e121d80f26bdc20bd3f968c45b37f392d79e073606d1","2024-06-06T03:09:00.000","1","DRIVER",,"1748746",,"FORD","FUSION","IL","2020","NONE","PASSENGER","PERSONAL","E","STRAIGHT AHEAD","Y","N","1",,"street and sanitation",,,"Y","Y","Y","Y",,,,,,,,"Y",,"FRONT-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835837","b4675bebee5308633957dbb497d29afc26b55fa267e99e420bf1e0a593b3fde4a8b0e42bc3e226e24a4cec481c025181b8548444c78236cd8b67cf013753b2dd","2024-06-06T02:45:00.000","1","DRIVER",,"1748755",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)",,,"UNKNOWN","PASSENGER","UNKNOWN/NA","W","PASSING/OVERTAKING",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835838","b4675bebee5308633957dbb497d29afc26b55fa267e99e420bf1e0a593b3fde4a8b0e42bc3e226e24a4cec481c025181b8548444c78236cd8b67cf013753b2dd","2024-06-06T02:45:00.000","2","DRIVER",,"1748754",,"HYUNDAI","VELOSTAR","IL","2019","NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,,"Y",,,,,,,,"Y",,,,"SIDE-LEFT-FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835813","730e9af277406f9ef12fc8a299de1fe4f5e68aacc8f8699583e739facdae8cc7eeac8ea23cad14e184b2eb85722d925f299875b2f0294a9d0601d5a0aad684bb","2024-06-05T23:53:00.000","1","DRIVER",,"1748731",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)",,,"UNKNOWN","PASSENGER","UNKNOWN/NA","E","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,"Y","Y",,"FRONT-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835814","730e9af277406f9ef12fc8a299de1fe4f5e68aacc8f8699583e739facdae8cc7eeac8ea23cad14e184b2eb85722d925f299875b2f0294a9d0601d5a0aad684bb","2024-06-05T23:53:00.000","2","DRIVER","1","1748733",,"NISSAN","SENTRA","IL","2019","NONE","PASSENGER","RIDESHARE SERVICE","E","STRAIGHT AHEAD",,,"2",,,,,,,,,"Y","Y",,,,,,,,"REAR-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835822","060b964a1af98ff029fe8990eb2c10f01ee4e1cfb243946457cbe0162ca8328cca45a974fd43456796e0058e87e2e9872a47e848db42a969b40964f14ea7c73f","2024-06-05T23:50:00.000","1","DRIVER",,"1748738",,"TOYOTA","COROLLA","IL","2011","UNKNOWN","PASSENGER","PERSONAL","S","UNKNOWN/NA",,,"1",,,,,"Y",,,,,,,,,,"Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835823","060b964a1af98ff029fe8990eb2c10f01ee4e1cfb243946457cbe0162ca8328cca45a974fd43456796e0058e87e2e9872a47e848db42a969b40964f14ea7c73f","2024-06-05T23:50:00.000","2","PARKED",,"1748741",,"CHEVROLET","TRAVERSE","IL","2011","UNKNOWN","PASSENGER","PERSONAL","S","PARKED",,,"0",,,,,"Y",,,,"Y","Y","N",,,,"Y","Y",,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835824","060b964a1af98ff029fe8990eb2c10f01ee4e1cfb243946457cbe0162ca8328cca45a974fd43456796e0058e87e2e9872a47e848db42a969b40964f14ea7c73f","2024-06-05T23:50:00.000","3","PARKED",,"1748743",,"CHEVROLET","EXPRESS","IL","2016","UNKNOWN","VAN/MINI-VAN","NOT IN USE","S","PARKED",,,"0",,,,,,,,,"Y","Y","Y",,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835805","bbb9be71cf614ff90ea45b9f13ee7822fba45519a976ee945c92366900dab1c57952736359c74b434013a981b7349559585dabf870218221a51526cb5ec48a75","2024-06-05T23:50:00.000","1","DRIVER","1","1748722",,"FORD","F450","IL","2019","NONE","OTHER","POLICE","E","BACKING",,,"2",,,,"Y",,,,,"N","N","N",,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835806","bbb9be71cf614ff90ea45b9f13ee7822fba45519a976ee945c92366900dab1c57952736359c74b434013a981b7349559585dabf870218221a51526cb5ec48a75","2024-06-05T23:50:00.000","2","PARKED","2","1748725",,"VOLKSWAGEN","PASSAT","IL","2017","NONE","PASSENGER","UNKNOWN/NA","S","PARKED",,,"2",,,,,,,,,,,,"Y","Y","Y",,,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835800","52e1f87356532b075ec519f8db6e50976ec6f5c4262777c25f8a65ab635134b5f311512d6a22d694b240e1a05d2f98236422f11008e9bf86204bbb275cbf74c2","2024-06-05T23:24:00.000","1","DRIVER",,"1748715",,"HONDA","ACCORD","IL","2004","UNKNOWN","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,"Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835801","52e1f87356532b075ec519f8db6e50976ec6f5c4262777c25f8a65ab635134b5f311512d6a22d694b240e1a05d2f98236422f11008e9bf86204bbb275cbf74c2","2024-06-05T23:24:00.000","2","DRIVER",,"1748717",,"FORD","ESCAPE",,,"UNKNOWN","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,,,,,"Y","Y","Y",,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835799","e2a993a032c4ac80359703c27ee32915e8a7bd02bb385fa158acfa0442c033aaef178ce0a72839668b3bf3bd05b001f39146e464b360a50502e1c1bad04f5605","2024-06-05T22:35:00.000","2","PARKED",,"1748714",,"KIA","SORENTO","IL","2021","UNKNOWN","PASSENGER","NOT IN USE","UNKNOWN","PARKED",,,"0",,,,,,,,,,,,,,"N","Y","Y",,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835804","e2a993a032c4ac80359703c27ee32915e8a7bd02bb385fa158acfa0442c033aaef178ce0a72839668b3bf3bd05b001f39146e464b360a50502e1c1bad04f5605","2024-06-05T22:35:00.000","1","DRIVER",,"1748719",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)","IL",,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","UNKNOWN","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835826","8be3d4c9775e19ec078f15274fd343ec42fe54349d7322e03a00849714bd75e7e2c3b462fd1f42af31e09779de7de7dfb1e0a73c3590ac8a1c4fd9f194becd76","2024-06-05T22:30:00.000","1","DRIVER",,"1748744",,"INFINITI","G35","IL","2007","UNKNOWN","PASSENGER","PERSONAL","E","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,"Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835827","8be3d4c9775e19ec078f15274fd343ec42fe54349d7322e03a00849714bd75e7e2c3b462fd1f42af31e09779de7de7dfb1e0a73c3590ac8a1c4fd9f194becd76","2024-06-05T22:30:00.000","2","PEDESTRIAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835783","6981eee954fa8d81d49ce4cff20ca96e0db8c27037c13edc0794a16c554726e337ebc74235f45b280b6356f789af8cfa27692453af6ea3c6991943817730e174","2024-06-05T22:18:00.000","1","DRIVER",,"1748708",,"CHEVROLET","MALIBU","IL","2012","UNKNOWN","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,"Y",,,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835784","6981eee954fa8d81d49ce4cff20ca96e0db8c27037c13edc0794a16c554726e337ebc74235f45b280b6356f789af8cfa27692453af6ea3c6991943817730e174","2024-06-05T22:18:00.000","2","DRIVER",,"1748711",,"SUBARU","OUTBACK",,"2020","UNKNOWN","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835791","3b08f4d70f002827abe503aed0dd881f64ee21f01741a6689d706772b784eedf4ee6ce2dd3f38b7671039c4bf580c308fb98f3e948bf150a4eb6673675fb71ce","2024-06-05T22:00:00.000","1","DRIVER","1","1748709",,"FORD","OTHER (EXPLAIN IN NARRATIVE)","IL","2019","UNKNOWN","VAN/MINI-VAN","AMBULANCE","E","STRAIGHT AHEAD",,,"2",,,,,,,,,,,,,,,,,,"NONE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835792","3b08f4d70f002827abe503aed0dd881f64ee21f01741a6689d706772b784eedf4ee6ce2dd3f38b7671039c4bf580c308fb98f3e948bf150a4eb6673675fb71ce","2024-06-05T22:00:00.000","2","DRIVER","1","1748705",,"TOYOTA","PRIUS","IL","2012","NONE","PASSENGER","PERSONAL","W","BACKING",,,"2",,,,,,,,,,,,,,,"Y",,,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835777","dd63f580c3645e6df62c814da8cfcc687c5a325fe578893b4da0d86d18c0177258c83acac05cf087f20475ab2115526122a05d09c868bcb89134ef41c2b1d8a0","2024-06-05T21:55:00.000","1","DRIVER",,"1748691",,"FORD","ESCAPE","IL",,"NONE","UNKNOWN/NA","UNKNOWN/NA","S","UNKNOWN/NA",,,"1",,,,"Y",,,,,,,,,,,,,,"NONE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835778","dd63f580c3645e6df62c814da8cfcc687c5a325fe578893b4da0d86d18c0177258c83acac05cf087f20475ab2115526122a05d09c868bcb89134ef41c2b1d8a0","2024-06-05T21:55:00.000","2","PARKED",,"1748692",,"CHEVROLET","TRAVERSE","IL","2009","UNKNOWN","VAN/MINI-VAN","UNKNOWN/NA","S","PARKED",,,"0",,,,"Y",,,,,,,,,,,,,,"NONE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835809","ed65722cc175cc3b03a2064c41dbd4ffa6331c7c0f0aebe991fea8aa1584196d082ec13fd1b96f0d590e67a7fc90989f4947d3406067ccbd39c2e66f82f95bcf","2024-06-05T21:30:00.000","1","DRIVER",,"1748726",,"DODGE","CHARGER","IL","2009","NONE","PASSENGER","PERSONAL","N","TURNING LEFT","Y",,"1",,"Private Tow","private lot",,"Y",,,,,,,,,"Y","Y","Y",,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835810","ed65722cc175cc3b03a2064c41dbd4ffa6331c7c0f0aebe991fea8aa1584196d082ec13fd1b96f0d590e67a7fc90989f4947d3406067ccbd39c2e66f82f95bcf","2024-06-05T21:30:00.000","2","DRIVER",,"1748728",,"HARLEY-DAVIDSON","HARLEY-DAVIDSON","IL","1997","NONE","MOTORCYCLE (OVER 150CC)","PERSONAL","S","STRAIGHT AHEAD","Y",,"1",,"Private tow","private lot",,,,,,,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835767","af3940375ab8d8a9f1921f4576d2bc8d628970e8807700e0aa45927fbb107f9b71a26152fc5a18e31257762fbd4e7bc615af0fa94b3e476936de9c7b544d4dda","2024-06-05T21:08:00.000","1","DRIVER",,"1748690",,"HONDA","OTHER (EXPLAIN IN NARRATIVE)","IL","2021","UNKNOWN","UNKNOWN/NA","PERSONAL","W","STRAIGHT AHEAD","Y",,"1",,"E & R","POUND 3",,,"Y",,,,,,,"Y","Y","Y",,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835768","af3940375ab8d8a9f1921f4576d2bc8d628970e8807700e0aa45927fbb107f9b71a26152fc5a18e31257762fbd4e7bc615af0fa94b3e476936de9c7b544d4dda","2024-06-05T21:08:00.000","2","DRIVER",,"1748696",,"FORD","ESCAPE","IL","2009","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","PERSONAL","NW","TURNING RIGHT",,,"1",,,,,"Y","Y",,,,,,,,,,,,"FRONT-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835751","107a609fec13e431f7d8b7be8abe029191a8a8f40c59391e5b5081c4b7f251a6597c9fe5bb4b33d60da43541df20798999259cb7e291de9fc27cf41ed9ba133b","2024-06-05T20:59:00.000","1","DRIVER",,"1748667",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)","IL",,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","N","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835752","107a609fec13e431f7d8b7be8abe029191a8a8f40c59391e5b5081c4b7f251a6597c9fe5bb4b33d60da43541df20798999259cb7e291de9fc27cf41ed9ba133b","2024-06-05T20:59:00.000","2","DRIVER",,"1748670",,"HYUNDAI","SONATA","IL","2019","NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,,,,,,"Y",,,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835749","f0e61112e542d26c438f90bc5da898c0306b69420c65e11e187a2bd6055bc69d3453d7f09b72a5aaff7a34b0aca3788e7be178ea9776f2f6c6c62855b755383c","2024-06-05T20:54:00.000","1","DRIVER",,"1748668",,"FORD","MUSTANG","IL","2007","UNKNOWN","PASSENGER","PERSONAL","UNKNOWN","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,,"Y",,"SIDE-RIGHT-FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835750","f0e61112e542d26c438f90bc5da898c0306b69420c65e11e187a2bd6055bc69d3453d7f09b72a5aaff7a34b0aca3788e7be178ea9776f2f6c6c62855b755383c","2024-06-05T20:54:00.000","2","DRIVER",,"1748671",,"NISSAN","ROGUE","IL","2023","UNKNOWN","PASSENGER","PERSONAL","UNKNOWN","STRAIGHT AHEAD","Y",,"1",,"private",,,,,,,,,"Y","Y","Y","Y","Y","Y",,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835757","c0f2c57fa6b4387b5aa6024b668bf6d6cad01eac7d390343a5dbf80042512990cc7bc92d2c1ca6b9954b4e48c1f9d24b9e0d9d45bf780c38eee18d54e7a1bce1","2024-06-05T20:50:00.000","1","DRIVER",,"1748676",,"GENERAL MOTORS CORPORATION (GMC)","OTHER (EXPLAIN IN NARRATIVE)","IL",,"UNKNOWN","SPORT UTILITY VEHICLE (SUV)","UNKNOWN/NA","S","TURNING LEFT",,,"1",,,,"Y",,,,,,,,,,,,,,"UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835758","c0f2c57fa6b4387b5aa6024b668bf6d6cad01eac7d390343a5dbf80042512990cc7bc92d2c1ca6b9954b4e48c1f9d24b9e0d9d45bf780c38eee18d54e7a1bce1","2024-06-05T20:50:00.000","2","DRIVER",,"1748679",,"TOYOTA","OTHER (EXPLAIN IN NARRATIVE)","IL","1991","UNKNOWN","PICKUP","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,"Y",,,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835739","468b4cac9bb4059c5156641b9e138ed6dd523e478787b45b9530b911b2bcaabbc93a227f6320a76b94545872924ca887e239c01e8ad5176805ffb7b7b821f7ca","2024-06-05T20:40:00.000","1","DRIVER",,"1748663",,"DUKE MOBILE HOMES","DUKE MOBILE HOMES","IL","2024","UNKNOWN","MOTORCYCLE (OVER 150CC)","PERSONAL","W","STRAIGHT AHEAD","Y",,"1",,"private towed",,,,"Y","Y",,,,,,"Y",,,,,"UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835740","468b4cac9bb4059c5156641b9e138ed6dd523e478787b45b9530b911b2bcaabbc93a227f6320a76b94545872924ca887e239c01e8ad5176805ffb7b7b821f7ca","2024-06-05T20:40:00.000","2","BICYCLE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835745","2c8f9666c06fdd288f472ddcc54d4d9922ddce16a54f2aac63e7a2ffbe868edf44f51fe036b345a538d57abef5481cef0800138157330d35935b80b93d133344","2024-06-05T20:30:00.000","1","DRIVER",,"1748665",,"DODGE","CHARGER","MO","2013","UNKNOWN","PASSENGER","PERSONAL","E","CHANGING LANES","Y",,"1",,"self insurance","pending",,"Y",,,,,,,,,,,"Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835746","2c8f9666c06fdd288f472ddcc54d4d9922ddce16a54f2aac63e7a2ffbe868edf44f51fe036b345a538d57abef5481cef0800138157330d35935b80b93d133344","2024-06-05T20:30:00.000","2","DRIVER",,"1748669",,"TOYOTA","PRIUS","IL","2019","UNKNOWN","PASSENGER","RIDESHARE SERVICE","E","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,"Y","Y","Y",,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835725","ee4c1dd0073d9e43afe1195028847380525de945601c05e8ff0d1cc40dbcad07e053c22eb12cad3d98aefa57fc421b64d01ffafeca85761e3d4cc501e9362f70","2024-06-05T20:25:00.000","1","DRIVER","1","1748658",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)","IL",,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","E","PASSING/OVERTAKING",,,"2",,,,,"N","N","N",,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835726","ee4c1dd0073d9e43afe1195028847380525de945601c05e8ff0d1cc40dbcad07e053c22eb12cad3d98aefa57fc421b64d01ffafeca85761e3d4cc501e9362f70","2024-06-05T20:25:00.000","2","DRIVER",,"1748662",,"UNKNOWN","ENGINE","IL",,"NONE","OTHER","FIRE","E","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,"Y",,,"SIDE-LEFT-FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835715","9363b499e2bf61d913783aadb9bcfd038b5e8d99c086c514a6c9a0a04926c25de0ce9fdaca1c1d2e181b5ac70d51b386d67813b447a889161b86149919047f40","2024-06-05T20:20:00.000","1","DRIVER","1","1748632",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)","IL",,"NONE","SPORT UTILITY VEHICLE (SUV)","UNKNOWN/NA","E","TURNING LEFT",,,"2",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835716","9363b499e2bf61d913783aadb9bcfd038b5e8d99c086c514a6c9a0a04926c25de0ce9fdaca1c1d2e181b5ac70d51b386d67813b447a889161b86149919047f40","2024-06-05T20:20:00.000","2","DRIVER","4","1748637",,"TOYOTA","SIENNA","IL","2023","NONE","VAN/MINI-VAN","PERSONAL","E","SLOW/STOP IN TRAFFIC",,,"5",,,,,,,,,,,,,,"Y",,,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835737","9cfcd6d73b2b56b673e47bffb7dc2743a972af28a7885072a70f430114ac69a5f68ebd155a9a0e86c4d13d5409de7231a88691513461b512c141e642975f7397","2024-06-05T20:18:00.000","1","DRIVER",,"1748655",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)","IL",,"UNKNOWN","VAN/MINI-VAN","UNKNOWN/NA","E","STRAIGHT AHEAD",,,"1",,,,,,"Y","Y",,,,,,"N","N",,,"N","SIDE-RIGHT-FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835738","9cfcd6d73b2b56b673e47bffb7dc2743a972af28a7885072a70f430114ac69a5f68ebd155a9a0e86c4d13d5409de7231a88691513461b512c141e642975f7397","2024-06-05T20:18:00.000","2","DRIVER",,"1748661",,"NORTH AMERICAN BUS INDUSTRIES","OTHER (EXPLAIN IN NARRATIVE)",,,"UNKNOWN","BUS OVER 15 PASS.","CTA","E","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,"Y","Y","N",,,"SIDE-LEFT-FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835735","344186e333a68802bc635b9df78c8a729d2291e285b2c1ef4df9acbd7ebe71eb39ad8b3d9c26fb03895aa18bfba18d93753cf2b7de04eec6aa1f2ea7dd617f31","2024-06-05T20:04:00.000","1","DRIVER",,"1748654",,"CHEVROLET","MALIBU","IL","2014","UNKNOWN","PASSENGER","PERSONAL","S","PASSING/OVERTAKING","Y",,"1",,"private tow",,,"Y",,,,"Y","Y","Y",,,,"Y","Y",,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835736","344186e333a68802bc635b9df78c8a729d2291e285b2c1ef4df9acbd7ebe71eb39ad8b3d9c26fb03895aa18bfba18d93753cf2b7de04eec6aa1f2ea7dd617f31","2024-06-05T20:04:00.000","2","PARKED",,"1748657",,"NISSAN","KICKS","IL","2022","NONE","PASSENGER","PERSONAL","S","PARKED",,,"0",,,,,"Y",,,,"Y","Y","Y","Y","Y","Y","Y","Y",,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835729","4b189bba6a8a9d97af5bdba3fb4a864f04168c46c1ccc8193447368b04a83a003d0fb027a9ac39b5ebfd1ed338d01c5b4decd486e556e1ac9a7a14fd597cc8b9","2024-06-05T20:03:00.000","1","DRIVER",,"1748650",,"UNKNOWN","MOTORIZED",,,"UNKNOWN","PASSENGER","UNKNOWN/NA","W","TURNING LEFT",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835730","4b189bba6a8a9d97af5bdba3fb4a864f04168c46c1ccc8193447368b04a83a003d0fb027a9ac39b5ebfd1ed338d01c5b4decd486e556e1ac9a7a14fd597cc8b9","2024-06-05T20:03:00.000","2","DRIVER",,"1748652",,"HONDA","ACCORD","IL",,"NONE","PASSENGER","PERSONAL","N","TURNING RIGHT","Y",,"1",,,,,"Y",,,,,,,,,,,,,"FRONT-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835720","cc55ec73319e7b3b3c7f843e37df3afad10fca5d6c80aba824c13551cf1d5f5f9c6cdbf93a76aa23760c07a4e9e797c5dcc833f7668c51cbc77b869e5e45a9dc","2024-06-05T19:54:00.000","1","DRIVER",,"1748640",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)",,,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","UNKNOWN","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835721","cc55ec73319e7b3b3c7f843e37df3afad10fca5d6c80aba824c13551cf1d5f5f9c6cdbf93a76aa23760c07a4e9e797c5dcc833f7668c51cbc77b869e5e45a9dc","2024-06-05T19:54:00.000","2","PARKED",,"1748643",,"BUICK","ENCORE","IL","2020","NONE","PASSENGER","PERSONAL","UNKNOWN","PARKED",,,"0",,,,,,,,,"Y","Y",,,,,,,,"REAR-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835670","14090de473f49bc504a2eed3b4ed4730809a9872dd40580206a21d49a220a8933ac644ae2ea4645214e750eeef88ab2ab6abb105944af5bda44c6ae56c2abac1","2024-06-05T19:35:00.000","1","DRIVER",,"1748584",,"VOLVO","XC90","IL","2016","NONE","PASSENGER","UNKNOWN/NA","W","OTHER",,,"1",,,,,,,,,,,,,,,"Y",,,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835671","14090de473f49bc504a2eed3b4ed4730809a9872dd40580206a21d49a220a8933ac644ae2ea4645214e750eeef88ab2ab6abb105944af5bda44c6ae56c2abac1","2024-06-05T19:35:00.000","2","DRIVER",,"1748592",,"MAZDA","CX-5","IL","2022","NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,,,,"FRONT-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835678","6e71b997423cce2f99ded3a2650d40ef025a347553b214066a99864352952353b0e8dd28c2f05ae44d9e9126895edbf09619991273896aa4bfa54548be8fa991","2024-06-05T19:25:00.000","1","DRIVER",,"1748593",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)",,,"UNKNOWN","PASSENGER","PERSONAL","N","PASSING/OVERTAKING",,,"1",,,,,,,,,,,,,,"Y","Y",,,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835679","6e71b997423cce2f99ded3a2650d40ef025a347553b214066a99864352952353b0e8dd28c2f05ae44d9e9126895edbf09619991273896aa4bfa54548be8fa991","2024-06-05T19:25:00.000","2","DRIVER",,"1748601",,"NISSAN","ROGUE","IL","2019","NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,"Y","Y",,,,,,,,,,"Y",,"FRONT-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835802","ea6d73a3bccbfa0a2e3d90ecf7dea44b08a13adee118641760b245c96281b6da35c75ef4c3abf10c06a517922c1a422736563666166cf5d22b7ea7608f6c4bfd","2024-06-05T19:25:00.000","1","DRIVER",,"1748720",,"VOLKSWAGEN","ARTEON","IL","2021","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","UNKNOWN/NA","E","TURNING RIGHT",,,"1",,,,,,,,,,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
