"crash_unit_id","crash_record_id","crash_date","unit_no","unit_type","num_passengers","vehicle_id","cmrc_veh_i","make","model","lic_plate_state","vehicle_year","vehicle_defect","vehicle_type","vehicle_use","travel_direction","maneuver","towed_i","fire_i","occupant_cnt","exceed_speed_limit_i","towed_by","towed_to","area_00_i","area_01_i","area_02_i","area_03_i","area_04_i","area_05_i","area_06_i","area_07_i","area_08_i","area_09_i","area_10_i","area_11_i","area_12_i","area_99_i","first_contact_point","cmv_id","usdot_no","ccmc_no","ilcc_no","commercial_src","gvwr","carrier_name","carrier_state","carrier_city","hazmat_placards_i","hazmat_name","un_no","hazmat_present_i","hazmat_report_i","hazmat_report_no","mcs_report_i","mcs_report_no","hazmat_vio_cause_crash_i","mcs_vio_cause_crash_i","idot_permit_no","wide_load_i","trailer1_width","trailer2_width","trailer1_length","trailer2_length","total_vehicle_length","axle_cnt","vehicle_config","cargo_body_type","load_type","hazmat_out_of_service_i","mcs_out_of_service_i","hazmat_class"
"1834978","32e3e7308b456edafd45d9b0e09ec945a52a70481eff98f284c8bd7f0bf67e52fc224404026d5d2c1cf08aef952d5ab499a8bbed45341c7304755445553213f4","2024-06-05T05:45:00.000","2","DRIVER",,"1747937",,"FORD","OTHER (EXPLAIN IN NARRATIVE)","IL","2020","NONE","BUS UP TO 15 PASS.","PERSONAL","N","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,,,,,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1834970","b11e502c5b8975b4db52405c5929ac6320e3a6b5e17acaca199d8d3ff1a1e02e078598e5f76b1ecca06e046e91c692ac0ac81ab46e553fbc289521cdcc8f8fbd","2024-06-05T05:35:00.000","1","DRIVER",,"1747922",,"TOYOTA","RAV4","IL","2002","UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","NE","STRAIGHT AHEAD",,,"1",,,,,,,"Y","Y","Y",,,,,,,,,"SIDE-RIGHT-REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1834975","9cccdada5ca8ceefaf214ea91554cd58f72d058f417b3e042a6501175e65ebc65483979ff12693eb53e0d397ef7c0f533596f64583b320262b22cb335ddeb79d","2024-06-05T05:10:00.000","1","DRIVER",,"1747927",,"CHEVROLET","COLORADO","IL",,"UNKNOWN","PICKUP","PERSONAL","N","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1834976","9cccdada5ca8ceefaf214ea91554cd58f72d058f417b3e042a6501175e65ebc65483979ff12693eb53e0d397ef7c0f533596f64583b320262b22cb335ddeb79d","2024-06-05T05:10:00.000","2","DRIVER",,"1747928",,"NISSAN","SENTRA","IL","2022","NONE","PASSENGER","PERSONAL","N","MERGING",,,"1",,,,,,,,,,,,,"Y","Y","Y",,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835051","9a2253977ca2bebda34027e5fd24f9d2549db5be4a6992f497bd04f327e1250a96491dad4d22d12137ee737cfe13507d7e0971e03c92a86e59594c72b91cbc1b","2024-06-05T05:00:00.000","1","DRIVER",,"1748002",,"UNKNOWN","MOTORIZED","IL",,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","W","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835052","9a2253977ca2bebda34027e5fd24f9d2549db5be4a6992f497bd04f327e1250a96491dad4d22d12137ee737cfe13507d7e0971e03c92a86e59594c72b91cbc1b","2024-06-05T05:00:00.000","2","DRIVERLESS",,"1748004",,"CHEVROLET","EQUINOX","IL","2010","NONE","PASSENGER","NOT IN USE","W","PARKED",,,"0",,,,,,,,,,"Y","Y","Y",,,,,,"REAR-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835485","680bd5a60746d476ced075d2869e73de7b94ce7e8dadd433a2cb33ba21a210d142c20f5e617d41b334e1b1af60a338ad3238e2bdeb3b27a88337b280d5ea575d","2024-06-05T04:30:00.000","1","DRIVER",,"1748405",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)",,,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","E","PASSING/OVERTAKING",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835486","680bd5a60746d476ced075d2869e73de7b94ce7e8dadd433a2cb33ba21a210d142c20f5e617d41b334e1b1af60a338ad3238e2bdeb3b27a88337b280d5ea575d","2024-06-05T04:30:00.000","2","PARKED",,"1748410",,"LAND ROVER","LAND ROVER (SPORT)","IL","2020","NONE","PASSENGER","PERSONAL","E","PARKED",,,"0",,,,,,,"Y",,,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1834964","6245365b48637b5c31360c7bd800880a38dfaf73bbd30385b842bb1c4af4bbb3635e2ce8bd9e820dc69ae657b6a2908026038bafdcdf4b69d1e7cfa9af9e2ce3","2024-06-05T04:15:00.000","1","DRIVER",,"1747916",,"MERCEDES-BENZ","GLC","IL","2013","UNKNOWN","PASSENGER","PERSONAL","E","STRAIGHT AHEAD","Y",,"1",,"personal tow",,,"Y",,,,,,,,,,"Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1834965","6245365b48637b5c31360c7bd800880a38dfaf73bbd30385b842bb1c4af4bbb3635e2ce8bd9e820dc69ae657b6a2908026038bafdcdf4b69d1e7cfa9af9e2ce3","2024-06-05T04:15:00.000","2","DRIVER",,"1747917",,"VOLKSWAGEN","JETTA","IL",,"NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD","Y",,"1",,"streets & sanitation","103rd  doty",,,,,,,,"Y","Y","Y","Y",,,,"REAR-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835481","01981249278dc342a2265909df8377f0b5a1fd54e9003d005c3f4e47526f69f2fa201b0f3d293bc18cee38f95403a393aaf5717dc3ecca2df58395741224465d","2024-06-05T03:00:00.000","1","DRIVER",,"1748407",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)","XX",,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","UNKNOWN","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835482","01981249278dc342a2265909df8377f0b5a1fd54e9003d005c3f4e47526f69f2fa201b0f3d293bc18cee38f95403a393aaf5717dc3ecca2df58395741224465d","2024-06-05T03:00:00.000","2","PARKED",,"1748420",,"SUBARU","OUTBACK","IL","2017","NONE","PASSENGER","PERSONAL","W","PARKED",,,"0",,,,,"Y",,,,,,,,,,"Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835416","6b426c70a4fb238aaee47fa759fa2b4175f338146703edfbaea97d820f58994c7f65a97cd2f41ae31a575e8f6927abaf382c8be2c54d84d7815dd05ca8d2a6e6","2024-06-05T03:00:00.000","1","DRIVER",,"1748350",,"FORD","EXPLORER",,,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","E","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835417","6b426c70a4fb238aaee47fa759fa2b4175f338146703edfbaea97d820f58994c7f65a97cd2f41ae31a575e8f6927abaf382c8be2c54d84d7815dd05ca8d2a6e6","2024-06-05T03:00:00.000","2","DRIVER",,"1748360",,"DODGE","JOURNEY","IL","2019","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,"Y","Y","Y","Y",,,,,,,,,,"SIDE-RIGHT-FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835444","93b9337e78ce509f1c3792fa9f8415dc93c7bd05a2b7b2a5a8e86857433488acbdbb50df97f68af39ad9367d44fe6efee6c1109d67901bfb393bebb2e325779e","2024-06-05T02:40:00.000","1","DRIVER",,"1748371","Y","HYSTER CORPORATION","HYSTER CO.","TN","2024","UNKNOWN","TRACTOR W/ SEMI-TRAILER","COMMERCIAL - MULTI-UNIT","W","BACKING",,,"1",,,,,,,,,,"Y",,,,,,,,"REAR","19400",,,,,,"PREMIER TRAILER LEASING I LLC","TX","GRAPEVINE",,,,"U","U",,"U",,"U","U",,,,,,,,,"TRACTOR/SEMI-TRAILER","VAN/ENCLOSED BOX","OTHER","N","N",
"1835445","93b9337e78ce509f1c3792fa9f8415dc93c7bd05a2b7b2a5a8e86857433488acbdbb50df97f68af39ad9367d44fe6efee6c1109d67901bfb393bebb2e325779e","2024-06-05T02:40:00.000","2","DRIVER",,"1748382",,"TOYOTA","RAV4","IL","2019","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","E","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1834951","c43678144b2f17f95c83495897e54834e79043a3f52eb4ea11116971a2e593b285594d634ddd52c777caec41f30a6c9de7c74e74ab555d2f4cc6cf5f476d0ece","2024-06-05T02:36:00.000","1","DRIVER","1","1747905",,"FORD","TRANSIT","IL","2019","NONE","VAN/MINI-VAN","POLICE","S","STRAIGHT AHEAD",,,"2",,,,,,,,,,,,,,,,,,"NONE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1834952","c43678144b2f17f95c83495897e54834e79043a3f52eb4ea11116971a2e593b285594d634ddd52c777caec41f30a6c9de7c74e74ab555d2f4cc6cf5f476d0ece","2024-06-05T02:36:00.000","2","PARKED","2","1747906",,"CHEVROLET","EQUINOX","IL","2011","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","E","PARKED",,,"2",,,,,,,,,,,,,,,"Y",,,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1834962","82e5748bf9dc3f0ac2803abd85acb668e29a548366cb31f76d8390345911c5657bb5bf15f18edfb0fdbd5da81e8b2e61fdc3341f38e582c65a89417710a22d03","2024-06-05T01:53:00.000","2","PARKED",,"1747914",,"NISSAN","MURANO","IL","2006","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","PERSONAL","UNKNOWN","PARKED",,,"0",,,,,,,,,,,,,,"Y","Y",,,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1834963","82e5748bf9dc3f0ac2803abd85acb668e29a548366cb31f76d8390345911c5657bb5bf15f18edfb0fdbd5da81e8b2e61fdc3341f38e582c65a89417710a22d03","2024-06-05T01:53:00.000","1","DRIVER",,"1747912","N","INTERNATIONAL COACH MANUFACTURING","OTHER (EXPLAIN IN NARRATIVE)","IL","2007","UNKNOWN","SINGLE UNIT TRUCK WITH TRAILER","UNKNOWN/NA","N","BACKING",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1834945","fb40728dfde43fa016481f52bcd174576588e7359a89a3e10deb7295d887cf91252454d273ffc2b3a8eebc57aa73cf6b77c800fec4be34ca011c7e2fae963525","2024-06-05T00:51:00.000","1","DRIVER",,"1747898",,"UNKNOWN","MOTORIZED",,,"UNKNOWN","SPORT UTILITY VEHICLE (SUV)","UNKNOWN/NA","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,,"Y","FRONT-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1834946","fb40728dfde43fa016481f52bcd174576588e7359a89a3e10deb7295d887cf91252454d273ffc2b3a8eebc57aa73cf6b77c800fec4be34ca011c7e2fae963525","2024-06-05T00:51:00.000","2","DRIVER","1","1747900",,"TOYOTA","COROLLA","IL","1999","UNKNOWN","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",,,"2",,,,,,,,,,,,,,,"Y",,,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1834958","a3d54de05683cf6b535ef8026ee9f25a9f13418bad74c0ab4d1707926bab7b67277b75fea5f45dd4d030216a6d0cb61f7b7d06032eb39b445e6b2ee2c7b0ed1a","2024-06-05T00:42:00.000","1","DRIVER",,"1747911",,"FORD","BRONCO / BRONCO II","IL","2023","UNKNOWN","PASSENGER","OTHER","N","ENTERING TRAFFIC LANE FROM PARKING","Y",,"1",,"CITY OF CHICAGO",,,"Y","Y",,,,,,,,,,,,"FRONT-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1834937","040f898dfec7672aaa7c7a55e2dad231ba412d6d3a15350c49282c3deb0baa2e34be66d7af66c8c98d64a9a2c3f0e164ac752c81579669686e1e02cbd14e22d8","2024-06-05T00:20:00.000","1","DRIVER",,"1747889",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)",,,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","UNKNOWN","UNKNOWN/NA",,,"1",,,,,,,,,,"Y",,,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1834938","040f898dfec7672aaa7c7a55e2dad231ba412d6d3a15350c49282c3deb0baa2e34be66d7af66c8c98d64a9a2c3f0e164ac752c81579669686e1e02cbd14e22d8","2024-06-05T00:20:00.000","2","PARKED",,"1747892",,"TOYOTA","COROLLA","IL","2015","NONE","PASSENGER","NOT IN USE","W","PARKED",,,"0",,,,,"Y",,,,,"Y","Y",,,,"Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1834942","c8f73ea28142cebf8d3b79a7daa412d4fd3fa3f0c0e8cc36745095064ea7eac1960c55e7292722071671cfc5702c382b134952a4d1168a4fba5d70588875888b","2024-06-05T00:20:00.000","1","DRIVER",,"1747896",,"JEEP","COMPASS","IL","2020","UNKNOWN","PASSENGER","PERSONAL","N","STRAIGHT AHEAD","Y",,"1",,"PRIVATE TOW",,,,,,,,,"N","Y","Y","Y","Y",,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1834943","c8f73ea28142cebf8d3b79a7daa412d4fd3fa3f0c0e8cc36745095064ea7eac1960c55e7292722071671cfc5702c382b134952a4d1168a4fba5d70588875888b","2024-06-05T00:20:00.000","2","DRIVER",,"1747897",,"TOYOTA","TACOMA","IL","2023","UNKNOWN","PICKUP","PERSONAL","N","STRAIGHT AHEAD","Y",,"1",,"PRIVATE TOW",,,,,,"Y","Y",,,,,,,,,"SIDE-RIGHT-REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1834940","2128edf3aa261c591e67dda136f97c5eb70868e4c179007a84abd48c0ff659ca439a1199b365c6699b3488daa8a5c6d24de7bd552e1589f36b921e9445b0883b","2024-06-05T00:10:00.000","1","DRIVER",,"1747899",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)","IL",,"UNKNOWN","PASSENGER","UNKNOWN/NA","E","BACKING",,,"1",,,,,,,,,"Y","Y","Y",,,,,,"Y","REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1834941","2128edf3aa261c591e67dda136f97c5eb70868e4c179007a84abd48c0ff659ca439a1199b365c6699b3488daa8a5c6d24de7bd552e1589f36b921e9445b0883b","2024-06-05T00:10:00.000","2","DRIVER",,"1747895",,"TOYOTA","CAMRY","IL","2012","NONE","PASSENGER","TAXI/FOR HIRE","S","OTHER",,,"1",,,,,,,,,,,"Y","Y",,,,,,"SIDE-LEFT-REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1834948","402bd51d66e607b833146c9500e4c0356578790d759e2927e0975ffd5fb3d5c5de80fef2d2ed3d299bc0d70edce88b51e3ab5866b129e489e57429a23eb8f3a2","2024-06-05T00:01:00.000","1","DRIVER","2","1747902",,"CHEVROLET","TRAX","IL","2024","UNKNOWN","PASSENGER","PERSONAL","N","STRAIGHT AHEAD","Y",,"3",,"CITY OF CHICAGO","IMPOUND LOT",,,,,,,,,"Y","Y","Y",,,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1834949","402bd51d66e607b833146c9500e4c0356578790d759e2927e0975ffd5fb3d5c5de80fef2d2ed3d299bc0d70edce88b51e3ab5866b129e489e57429a23eb8f3a2","2024-06-05T00:01:00.000","2","DRIVER","1","1747904",,"HYUNDAI","SONATA","IA","2016","UNKNOWN","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"2",,,,,"Y",,,,,,,,,,,"Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1834955","bc64ab00b93b6902bbba990768697355c70cce424e98476594377d4435921cbf1e9d2cede9cef60c0944cc9773e66a45770330a20eb02ae3bbaade46022bf6db","2024-06-05T00:01:00.000","1","DRIVER",,"1747903",,"JEEP","GRAND CHEROKEE","IL","2009","UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","W","UNKNOWN/NA","Y",,"1",,"TOW #2 DOTY",,,"Y","Y","Y","Y",,,,"Y","Y","Y","Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835220","fe2a12e82c3592f25677cc7685c5bd7de24d4f1e7288db6a2dea7300831e1cb96ff12e15b76fa0fb18466257efe9adbf42baf41d1273a193e53597158a3dc36f","2024-06-05T00:01:00.000","1","DRIVER",,"1748157",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)",,,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","W","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835221","fe2a12e82c3592f25677cc7685c5bd7de24d4f1e7288db6a2dea7300831e1cb96ff12e15b76fa0fb18466257efe9adbf42baf41d1273a193e53597158a3dc36f","2024-06-05T00:01:00.000","2","PARKED",,"1748161",,"VOLKSWAGEN","TIGUAN","IL","2021","NONE","SPORT UTILITY VEHICLE (SUV)","NOT IN USE","W","PARKED",,,"0",,,,,,,,,,,"Y","Y","Y","Y",,,,"REAR-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1834935","008fc6e5afedf2c841a3f5584215fcb439d55b164c20012d07b2233a73b207248e085f88a6a81204bb1ef089b0877b09f7eac56d629fe2b8db78424648c39857","2024-06-04T23:56:00.000","1","DRIVER",,"1747888",,"DODGE","RAM 1500 PU","IL","2023","UNKNOWN","PICKUP","PERSONAL","E","TURNING LEFT",,,"1",,,,,"Y",,,,,,,,,,,"N",,"FRONT-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1834936","008fc6e5afedf2c841a3f5584215fcb439d55b164c20012d07b2233a73b207248e085f88a6a81204bb1ef089b0877b09f7eac56d629fe2b8db78424648c39857","2024-06-04T23:56:00.000","2","DRIVER",,"1747890",,"FORD","ESCAPE","IL","2006","NONE","PASSENGER","PERSONAL","E","TURNING LEFT",,,"1",,,,,,,,,,,"Y","Y","N",,,,,"SIDE-LEFT-REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1834931","a8f7813bf4ff57961a94a526c80e35e408eec65c08de0e6fe17b5fb74b01b84c1449eb14635a9eca9addc477dda117af2242dc65ddd31e7ac7c75b5af17e5ed9","2024-06-04T23:55:00.000","1","DRIVER","1","1747885",,"CHEVROLET","TRAX","IL","2019","UNKNOWN","PASSENGER","PERSONAL","S","STRAIGHT AHEAD","Y",,"2",,"private",,,"Y","Y","Y","Y",,,,"Y","Y","Y","Y","Y","Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1834932","a8f7813bf4ff57961a94a526c80e35e408eec65c08de0e6fe17b5fb74b01b84c1449eb14635a9eca9addc477dda117af2242dc65ddd31e7ac7c75b5af17e5ed9","2024-06-04T23:55:00.000","2","DRIVER","1","1747886",,"NISSAN","ALTIMA","IL","2020","UNKNOWN","PASSENGER","RIDESHARE SERVICE","E","STRAIGHT AHEAD","Y",,"2",,"private",,,"Y","Y",,,,,,,,"Y","Y","Y","Y","FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1834927","6d2332a1898a7967357a068ea689291cff5e687848460322110cd645045a08b1c2d0b3f3e005d118ab663585036c12d4cbdb14d24f0c6473fe0bfe3bfd68ef15","2024-06-04T23:30:00.000","1","DRIVER",,"1747881",,"BUICK","ENCORE","IL","2014","UNKNOWN","PASSENGER","PERSONAL","S","BACKING",,,"1",,,,,,,,,,,,,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1834928","6d2332a1898a7967357a068ea689291cff5e687848460322110cd645045a08b1c2d0b3f3e005d118ab663585036c12d4cbdb14d24f0c6473fe0bfe3bfd68ef15","2024-06-04T23:30:00.000","2","PARKED",,"1747883",,"FORD","FUSION","IL",,"NONE","PASSENGER","PERSONAL","UNKNOWN","PARKED",,,"0",,,,,,,,,,,,,,,,,"Y","SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1834939","44755cbdb7d28d99e3834b9649e16bb144f83f6af9b906322752c3cc581459164f208f1738fdd7edcaa701a6febb0d02a12c4a4277886fd8d2d929fe91f828e9","2024-06-04T23:16:00.000","1","BICYCLE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1834947","44755cbdb7d28d99e3834b9649e16bb144f83f6af9b906322752c3cc581459164f208f1738fdd7edcaa701a6febb0d02a12c4a4277886fd8d2d929fe91f828e9","2024-06-04T23:16:00.000","2","DRIVER",,"1747901",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)","IL",,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","UNKNOWN","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,,,,"UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835024","61cb1fdabac6af5228872b2f636b88c03cf4168b23200aa0f6692148559e54775693e126163db39e332a7057d17617dfc559d2dd2478df705a6d60ded33f3bcf","2024-06-04T21:45:00.000","1","DRIVER",,"1747971",,"HONDA","PILOT","IL","2010","UNKNOWN","PASSENGER","PERSONAL","N","TURNING LEFT",,,"1",,,,,,,,,,,"Y",,,,,,,"REAR-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835040","61cb1fdabac6af5228872b2f636b88c03cf4168b23200aa0f6692148559e54775693e126163db39e332a7057d17617dfc559d2dd2478df705a6d60ded33f3bcf","2024-06-04T21:45:00.000","2","DRIVER",,"1747984",,"NISSAN","VERSA","IL","2021","UNKNOWN","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,,,,"FRONT-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1834906","29ccc190842147c336936f274e8f9b2054cdbc0ecee0820ffb1aa542c6440124ce0710c8295fdb1c2b3084c0d0878155a44d0cc35ab151059e2b173fe8119a14","2024-06-04T21:38:00.000","1","DRIVER","1","1747858",,"CHEVROLET","BLAZER","IN","2020","UNKNOWN","PASSENGER","UNKNOWN/NA","S","STRAIGHT AHEAD","Y",,"2",,"CPD","IMPOUND 2",,"Y",,,,,,,,,,,,,"REAR-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1834907","29ccc190842147c336936f274e8f9b2054cdbc0ecee0820ffb1aa542c6440124ce0710c8295fdb1c2b3084c0d0878155a44d0cc35ab151059e2b173fe8119a14","2024-06-04T21:38:00.000","2","DRIVER","1","1747862",,"NISSAN","ALTIMA","IL","2019","UNKNOWN","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",,,"2",,,,,,,,,,,,,,"Y","Y",,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835132","30c24b193358fc17ac76ff8b9e997d6403a182eda22e59aa42bc84a7dc24a08b66c6dfceb2ffeb6bcaa692fc65eba013051514a2e06bdb28c771ff7740aa968e","2024-06-04T21:35:00.000","1","DRIVER",,"1748083",,"JEEP","GRAND CHEROKEE","IL","2015","UNKNOWN","PASSENGER","UNKNOWN/NA","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,"Y","Y","Y",,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1835133","30c24b193358fc17ac76ff8b9e997d6403a182eda22e59aa42bc84a7dc24a08b66c6dfceb2ffeb6bcaa692fc65eba013051514a2e06bdb28c771ff7740aa968e","2024-06-04T21:35:00.000","2","DRIVER",,"1748093",,"NISSAN","OTHER (EXPLAIN IN NARRATIVE)","IL","2017","NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,,"Y","Y","Y",,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1834910","11d47b6362ce398785c3507821a7c78e024af4f4c27d185a17ba7c42ef6414290e992dd3da29a359905c9f19467b7b30138a6e64b65c0941fb8b25c999aa8921","2024-06-04T21:25:00.000","1","DRIVER",,"1747865",,"TOYOTA","CAMRY","IL","2009","UNKNOWN","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,,"Y","FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1834911","11d47b6362ce398785c3507821a7c78e024af4f4c27d185a17ba7c42ef6414290e992dd3da29a359905c9f19467b7b30138a6e64b65c0941fb8b25c999aa8921","2024-06-04T21:25:00.000","2","DRIVER","1","1747868",,"FORD","FOCUS","IL","2012","UNKNOWN","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"2",,,,,"Y","N",,,,,,,,,,,,"FRONT-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1834887","976809b9cdb8450566235833bec1fb22e5b21e91b95e3dfb2f7ceff42dcf70014fb65718fdd840995578103672a14f26a421f2f7b7e105f2776ec40bce018003","2024-06-04T21:11:00.000","1","DRIVER","3","1747845",,"TOYOTA","HIGHLANDER","IL","2015","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","W","TURNING RIGHT",,,"4",,,,,,,,,,,,,,,"Y",,,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1834888","976809b9cdb8450566235833bec1fb22e5b21e91b95e3dfb2f7ceff42dcf70014fb65718fdd840995578103672a14f26a421f2f7b7e105f2776ec40bce018003","2024-06-04T21:11:00.000","2","DRIVER","2","1747853",,"DODGE","DURANGO","IL","2016","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","N","STRAIGHT AHEAD",,,"3",,,,,,,"Y","Y",,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
